PRODUCTID,Product Name,Product Owner,Product Code,Product Active,Product Manufacturer,Product Category,Created Time,Modified Time,Cost,Taxable,Commission Rate,Quantity Ordered,Quantity In Stock,Reorder Level,Quantity In Demand,Cost of Stocks in hand,Need Replenishment
16001587,blinds,Santa Cruz Clara,P1588,No,Lamport Corp,Auto Products,"12 Apr, 2020 06:05:23","13 Oct, 2020 09:11:17",$247.86,No,$3.90,31,14,10,1,"$3,470.04",No
16001588,blouse,Jasmine Frank,P1589,No,LexPon Inc.,Auto Products,"22 Dec, 2020 08:15:33","04 Feb, 2021 05:13:41",$577.65,No,$58.05,45,11,10,10,"$6,354.15",No
16001589,bolt,Roger Terrence,P1590,No,NYC Ltd.,Auto Products,"06 Jul, 2020 09:56:04","17 Feb, 2021 04:37:43","$1,081.57",Yes,$85.96,3,17,10,12,"$18,386.69",No
16001590,bookcase,Rozario Diego,P1591,Yes,Lamport Corp,Auto Products,"27 Jul, 2019 11:20:24","11 Jan, 2021 04:30:00","$1,787.96",No,$40.43,3,5,30,9,"$8,939.80",Yes
16001591,bookshelf,Rozario Diego,P1592,Yes,NYC Ltd.,Auto Products,"22 Dec, 2019 06:48:03","18 Nov, 2020 03:50:16","$1,184.45",No,$42.03,34,14,10,14,"$16,582.30",No
16001592,boots,Thomas Mondrake,P1593,No,NYC Ltd.,Auto Products,"25 Jan, 2020 09:25:40","08 Feb, 2021 01:31:02","$1,288.68",Yes,$26.97,11,35,10,16,"$45,103.80",No
16001593,bow tie,Rozario Diego,P1594,Yes,"Johnes Inc.,",Auto Products,"19 Jul, 2019 06:19:27","29 Mar, 2020 08:29:09",$639.52,Yes,$26.08,10,28,10,12,"$17,906.56",No
16001594,bowl,Harold Pawlan,P1595,Yes,Indiana Ltd.,Auto Products,"10 Aug, 2020 09:42:23","26 Mar, 2021 03:08:55","$1,520.72",Yes,$15.08,2,15,30,14,"$22,810.80",Yes
16001595,boxer shorts,Harold Pawlan,P1596,No,Lamport Corp,Auto Products,"03 Oct, 2020 02:24:53","11 Jan, 2021 05:44:24","$1,739.12",Yes,$32.04,40,18,20,10,"$31,304.16",Yes
16001596,bra,Thomas Mondrake,P1597,Yes,Lamport Corp,Auto Products,"08 Mar, 2021 07:29:27","14 Apr, 2021 12:05:52","$1,132.97",No,$8.90,36,29,10,11,"$32,856.13",No
16001597,bracelet,David Love,P1598,No,LexPon Inc.,Auto Products,"25 May, 2019 04:54:14","28 Jan, 2021 05:04:27",$625.16,Yes,$19.15,32,29,30,1,"$18,129.64",Yes
16001598,brake pedal,Jasmine Frank,P1599,No,Indiana Ltd.,Auto Products,"30 Jan, 2021 03:31:15","22 Feb, 2021 02:47:13","$1,719.96",Yes,$65.00,36,30,10,19,"$51,598.80",No
16001599,brakes,Jasmine Frank,P1600,No,Indiana Ltd.,Auto Products,"09 Dec, 2019 02:32:49","20 Feb, 2021 06:00:33","$1,835.77",No,$24.45,37,9,30,11,"$16,521.93",Yes
16001600,brandy,David Love,P1601,No,Lamport Corp,Auto Products,"15 Sep, 2019 06:28:17","05 Mar, 2020 07:46:07",$430.40,Yes,$33.40,49,36,30,2,"$15,494.40",No
16001601,brass,Harold Pawlan,P1602,No,NYC Ltd.,Auto Products,"10 Feb, 2020 01:27:22","16 Mar, 2021 05:31:29",$198.84,No,$41.22,25,29,30,5,"$5,766.36",Yes
16001602,bronze,Harold Pawlan,P1603,Yes,LexPon Inc.,Auto Products,"13 Sep, 2020 08:22:41","13 Jan, 2021 04:06:17",$187.75,Yes,$21.38,46,39,20,13,"$7,322.25",No
16001603,broom,Santa Cruz Clara,P1604,Yes,NYC Ltd.,Auto Products,"21 May, 2020 02:41:23","11 Aug, 2020 01:46:23",$220.73,Yes,$24.30,41,28,30,18,"$6,180.44",Yes
16001604,bucket,Rozario Diego,P1605,No,LexPon Inc.,Auto Products,"15 May, 2019 07:38:32","08 Sep, 2019 09:46:30",$746.88,Yes,$29.88,47,25,10,13,"$18,672.00",No
16001605,bugle,Thomas Mondrake,P1606,Yes,NYC Ltd.,Auto Products,"30 May, 2019 09:29:54","27 Jun, 2019 10:28:18","$1,017.28",Yes,$23.21,19,10,20,11,"$10,172.80",Yes
16001606,button,Rozario Diego,P1607,Yes,MetBeat Corp,Auto Products,"10 Aug, 2019 11:23:30","31 May, 2020 06:32:26","$1,622.37",Yes,$69.25,35,6,30,1,"$9,734.22",Yes
16001607,cable,Augustine Paul,P1608,Yes,AltvetPet Inc.,Auto Products,"04 Aug, 2019 02:01:56","20 Feb, 2020 10:03:36","$1,681.18",Yes,$20.20,42,2,30,17,"$3,362.36",Yes
16001608,candle,Roger Terrence,P1609,Yes,Indiana Ltd.,Auto Products,"09 Aug, 2019 03:00:28","11 Apr, 2021 04:20:43","$1,788.07",Yes,$40.18,23,19,10,8,"$33,973.33",No
16001609,carbon dioxide,Santa Cruz Clara,P1610,No,"Johnes Inc.,",Auto Products,"28 Apr, 2019 01:17:20","08 Oct, 2020 09:44:27","$1,684.51",No,$76.63,20,25,30,19,"$42,112.75",Yes
16001610,cardboard,Rozario Diego,P1611,Yes,LexPon Inc.,Auto Products,"06 Sep, 2019 10:36:58","16 Sep, 2020 07:58:58","$1,870.75",No,$79.66,7,4,20,17,"$7,483.00",Yes
16001611,cardigan,Santa Cruz Clara,P1612,Yes,"Johnes Inc.,",Auto Products,"15 Feb, 2020 02:01:07","17 Aug, 2020 02:04:40",$345.34,No,$96.71,30,16,10,7,"$5,525.44",No
16001612,carpet,Tina Thomas,P1613,No,MetBeat Corp,Auto Products,"21 Jan, 2020 07:36:05","27 Mar, 2021 10:28:34",$630.49,Yes,$97.98,3,13,20,9,"$8,196.37",Yes
16001613,ceiling product,Jasmine Frank,P1614,Yes,MetBeat Corp,Auto Products,"12 Nov, 2019 04:33:07","15 Dec, 2020 12:48:16","$1,679.26",Yes,$11.23,17,2,10,18,"$3,358.52",Yes
16001614,cellar product,Thomas Mondrake,P1615,No,NYC Ltd.,Auto Products,"05 Oct, 2019 06:34:20","02 Oct, 2020 09:40:17","$1,112.79",No,$40.83,11,33,20,13,"$36,722.07",No
16001615,cello,Thomas Mondrake,P1616,Yes,MetBeat Corp,Auto Products,"19 Jan, 2020 09:23:03","30 Oct, 2020 03:28:50",$691.65,No,$6.71,38,24,20,14,"$16,599.60",No
16001616,central heating product,Lazar Mathew,P1617,No,Lamport Corp,Auto Products,"29 Nov, 2020 03:17:27","27 Feb, 2021 02:48:01",$570.68,Yes,$52.05,39,24,30,13,"$13,696.32",Yes
16001617,central locking,Lazar Mathew,P1618,No,Indiana Ltd.,Auto Products,"05 Jan, 2021 12:52:07","25 Mar, 2021 06:10:07",$337.74,No,$69.64,13,25,20,5,"$8,443.50",No
16001618,chair,Lazar Mathew,P1619,No,Lamport Corp,Auto Products,"16 Jun, 2019 09:08:31","08 Oct, 2019 01:44:56",$836.56,Yes,$52.40,45,3,20,10,"$2,509.68",Yes
16001619,chalk,Tina Thomas,P1620,No,Indiana Ltd.,Auto Products,"09 Feb, 2020 03:32:18","22 May, 2020 01:49:07","$1,605.76",Yes,$90.95,49,13,30,5,"$20,874.88",Yes
16001620,champagne,Jasmine Frank,P1621,No,AltvetPet Inc.,Auto Products,"16 Sep, 2020 07:59:16","19 Dec, 2020 01:58:06","$1,231.04",Yes,$26.99,38,9,30,10,"$11,079.36",Yes
16001621,charcoal,David Love,P1622,Yes,Indiana Ltd.,Auto Products,"12 Nov, 2019 06:17:01","30 Jan, 2020 04:18:15",$366.17,Yes,$95.24,23,31,20,3,"$11,351.27",No
16001622,chest of drawers,Pete Zachariah,P1623,Yes,LexPon Inc.,Auto Products,"08 Mar, 2020 04:21:55","19 Jul, 2020 04:30:55","$1,616.01",Yes,$32.35,19,31,30,10,"$50,096.31",No
16001623,chimney product,Pete Zachariah,P1624,Yes,AltvetPet Inc.,Auto Products,"25 Jun, 2019 03:50:22","28 Sep, 2020 01:49:47",$254.43,Yes,$54.36,38,13,10,18,"$3,307.59",No
16001624,chisel,Santa Cruz Clara,P1625,Yes,AltvetPet Inc.,Auto Products,"28 Nov, 2019 12:04:01","20 Feb, 2021 07:19:16",$411.44,Yes,$31.01,23,1,30,3,$411.44,Yes
16001625,cider,Pete Zachariah,P1626,Yes,LexPon Inc.,Auto Products,"04 Mar, 2021 10:34:45","13 Mar, 2021 05:42:53",$278.47,No,$25.42,23,22,10,14,"$6,126.34",No
16001626,clarinet,Jasmine Frank,P1627,No,MetBeat Corp,Auto Products,"13 Sep, 2020 01:15:57","30 Oct, 2020 10:07:26","$1,996.58",No,$33.97,7,31,10,6,"$61,893.98",No
16001627,classical guitar,Santa Cruz Clara,P1628,Yes,MetBeat Corp,Auto Products,"05 Sep, 2019 01:29:27","18 Sep, 2020 03:11:28","$1,341.17",Yes,$90.17,41,32,20,6,"$42,917.44",No
16001628,clay,Roger Terrence,P1629,Yes,LexPon Inc.,Auto Products,"24 Aug, 2020 03:44:47","04 Oct, 2020 04:58:38","$1,407.69",Yes,$32.63,20,36,10,6,"$50,676.84",No
16001629,cling film,Tina Thomas,P1630,Yes,LexPon Inc.,Auto Products,"26 Jul, 2020 10:19:11","05 Oct, 2020 04:39:40",$483.28,Yes,$35.40,32,27,10,17,"$13,048.56",No
16001630,clock,Thomas Mondrake,P1631,No,Indiana Ltd.,Auto Products,"24 Apr, 2019 09:22:18","13 Aug, 2020 11:41:41",$898.77,Yes,$91.19,45,35,20,1,"$31,456.95",No
16001631,cloth,Harold Pawlan,P1632,Yes,"Johnes Inc.,",Auto Products,"12 Jul, 2019 03:45:43","12 Dec, 2020 01:21:50",$341.33,No,$77.94,26,4,30,9,"$1,365.32",Yes
16001632,clothes line product,Tina Thomas,P1633,No,Lamport Corp,Auto Products,"22 Sep, 2019 01:05:17","05 Sep, 2020 07:06:34",$660.97,No,$33.93,47,24,20,16,"$15,863.28",No
16001633,clutch,Harold Pawlan,P1634,No,Indiana Ltd.,Auto Products,"31 Jul, 2020 03:12:30","04 Sep, 2020 02:06:29","$1,464.63",No,$5.02,42,32,30,1,"$46,868.16",No
16001634,clutch pedal,Tina Thomas,P1635,No,NYC Ltd.,Auto Products,"20 Jan, 2021 12:52:49","19 Feb, 2021 03:36:30",$170.45,No,$60.73,24,33,10,5,"$5,624.85",No
16001635,coal,Rozario Diego,P1636,No,NYC Ltd.,Auto Products,"11 Oct, 2019 09:24:58","27 Nov, 2019 05:46:51",$587.62,No,$29.95,33,21,10,15,"$12,340.02",No
16001636,coat,Rozario Diego,P1637,Yes,Lamport Corp,Auto Products,"31 Dec, 2020 12:28:38","08 Apr, 2021 04:42:18",$580.40,Yes,$45.23,5,20,20,1,"$11,608.00",No
16001637,coat hanger,David Love,P1638,No,Lamport Corp,Auto Products,"27 Apr, 2019 08:03:42","13 Sep, 2020 06:57:19",$929.09,No,$97.10,13,13,20,10,"$12,078.17",Yes
16001638,coat stand,Santa Cruz Clara,P1639,Yes,NYC Ltd.,Auto Products,"25 Jan, 2020 09:02:45","19 Mar, 2021 01:23:20",$986.00,No,$70.91,6,1,10,17,$986.00,Yes
16001639,coffee table,Roger Terrence,P1640,No,"Johnes Inc.,",Auto Products,"05 May, 2019 01:13:39","17 Dec, 2020 04:23:38","$1,884.38",No,$76.02,44,11,30,11,"$20,728.18",Yes
16001640,cold tap,Jasmine Frank,P1641,Yes,MetBeat Corp,Auto Products,"23 Apr, 2020 12:28:17","30 Jul, 2020 11:05:43",$407.58,No,$21.63,37,36,10,16,"$14,672.88",No
16001641,comb,Pete Zachariah,P1642,No,Lamport Corp,Auto Products,"05 Sep, 2020 09:47:35","11 Oct, 2020 06:26:57","$1,148.89",No,$56.86,32,35,20,6,"$40,211.15",No
16001642,concrete,Pete Zachariah,P1643,Yes,AltvetPet Inc.,Auto Products,"08 Dec, 2019 04:07:39","02 Jan, 2020 06:55:18","$1,960.60",No,$55.53,32,18,20,3,"$35,290.80",Yes
16001643,conservatory product,Tina Thomas,P1644,No,"Johnes Inc.,",Auto Products,"05 Aug, 2020 08:38:30","28 Sep, 2020 05:40:04","$1,075.40",No,$14.82,31,36,20,12,"$38,714.40",No
16001644,control harness    Air bag control module,Pete Zachariah,P1645,No,Indiana Ltd.,Auto Products,"14 Oct, 2020 11:40:16","29 Nov, 2020 11:31:03",$307.87,Yes,$55.52,48,33,30,4,"$10,159.71",No
16001645,cookery book,Jasmine Frank,P1646,No,Indiana Ltd.,Auto Products,"21 Apr, 2021 05:11:24","21 Apr, 2021 07:53:41","$1,871.46",No,$87.85,1,1,10,2,"$1,871.46",Yes
16001646,copper,Rozario Diego,P1647,No,Lamport Corp,Auto Products,"24 Mar, 2020 11:22:35","09 Mar, 2021 07:59:09","$1,147.01",Yes,$57.97,16,34,20,7,"$38,998.34",No
16001647,cornet,Tina Thomas,P1648,Yes,Indiana Ltd.,Auto Products,"10 Sep, 2020 09:17:22","06 Nov, 2020 01:07:04",$648.49,Yes,$29.45,49,38,30,17,"$24,642.62",No
16001648,crockery,Tina Thomas,P1649,No,"Johnes Inc.,",Auto Products,"25 May, 2020 03:20:54","01 Jun, 2020 04:44:11","$1,925.01",No,$92.94,49,39,30,4,"$75,075.39",No
16001649,cufflinks,Rozario Diego,P1650,Yes,AltvetPet Inc.,Auto Products,"19 Jan, 2020 07:22:29","28 Aug, 2020 05:04:44",$922.93,No,$85.87,34,20,30,13,"$18,458.60",Yes
16001650,cup,Jasmine Frank,P1651,Yes,LexPon Inc.,Auto Products,"18 Oct, 2020 12:15:31","12 Apr, 2021 06:02:11","$1,954.39",No,$60.87,28,16,10,2,"$31,270.24",No
16001651,cupboard,Augustine Paul,P1652,No,AltvetPet Inc.,Auto Products,"02 Aug, 2019 02:13:54","19 Mar, 2021 10:25:28","$1,676.67",Yes,$37.16,47,10,10,18,"$16,766.70",No
16001652,curtains,Jasmine Frank,P1653,No,Lamport Corp,Auto Products,"01 Jun, 2020 04:59:39","07 Jul, 2020 09:11:23",$888.14,No,$12.52,9,39,30,14,"$34,637.46",No
16001653,cushion,Jasmine Frank,P1654,No,Indiana Ltd.,Auto Products,"06 Aug, 2020 08:12:57","29 Mar, 2021 11:38:30","$1,394.92",Yes,$95.28,27,17,20,16,"$23,713.64",Yes
16001654,cymbals,Harold Pawlan,P1655,Yes,"Johnes Inc.,",Auto Products,"24 Feb, 2020 07:28:25","26 Jul, 2020 09:42:29","$1,714.35",Yes,$33.35,2,13,30,16,"$22,286.55",Yes
16001655,desk,Pete Zachariah,P1656,Yes,Indiana Ltd.,Auto Products,"02 Sep, 2020 03:48:38","18 Nov, 2020 01:11:09","$1,942.09",No,$19.50,6,39,30,14,"$75,741.51",No
16001656,desktop computer,Roger Terrence,P1657,No,NYC Ltd.,Auto Products,"10 Mar, 2020 03:39:41","02 Mar, 2021 02:48:20",$755.53,No,$58.96,48,22,10,7,"$16,621.66",No
16001657,detergent,Jasmine Frank,P1658,No,"Johnes Inc.,",Auto Products,"18 Sep, 2020 11:09:24","21 Nov, 2020 09:51:39",$702.71,Yes,$54.11,30,29,10,15,"$20,378.59",No
16001658,dining room product,Roger Terrence,P1659,Yes,Lamport Corp,Auto Products,"09 Jul, 2019 11:31:58","12 Aug, 2020 03:24:06",$327.50,No,$38.43,36,4,30,9,"$1,310.00",Yes
16001659,dinner jacket,Lazar Mathew,P1660,No,AltvetPet Inc.,Auto Products,"27 Jan, 2021 10:32:12","24 Mar, 2021 10:40:49","$1,309.64",Yes,$56.03,3,6,10,1,"$7,857.84",Yes
16001660,dishcloth,Tina Thomas,P1661,No,LexPon Inc.,Auto Products,"13 Apr, 2021 09:28:04","18 Apr, 2021 08:33:06","$1,226.04",Yes,$80.16,40,34,20,1,"$41,685.36",No
16001661,disinfectant,Thomas Mondrake,P1662,No,NYC Ltd.,Auto Products,"31 Mar, 2021 09:28:04","02 Apr, 2021 02:21:52","$1,896.80",No,$95.18,28,26,30,19,"$49,316.80",Yes
16001662,door handle,Pete Zachariah,P1663,No,Indiana Ltd.,Auto Products,"29 Mar, 2020 01:36:34","05 Nov, 2020 09:20:31",$149.88,Yes,$61.28,42,30,10,18,"$4,496.40",No
16001663,door knob,Pete Zachariah,P1664,No,NYC Ltd.,Auto Products,"22 Jul, 2019 01:18:28","05 Apr, 2021 09:49:27",$591.44,Yes,$86.06,42,1,30,1,$591.44,Yes
16001664,door product,Jasmine Frank,P1665,Yes,NYC Ltd.,Auto Products,"13 Sep, 2019 05:56:26","11 Aug, 2020 10:52:00",$478.56,No,$40.09,16,2,20,13,$957.12,Yes
16001665,doorbell product,Santa Cruz Clara,P1666,No,AltvetPet Inc.,Auto Products,"28 Sep, 2020 08:55:50","26 Jan, 2021 09:37:18","$1,455.50",No,$51.85,9,27,30,7,"$39,298.50",Yes
16001666,doormat,Tina Thomas,P1667,No,MetBeat Corp,Auto Products,"04 Dec, 2020 05:15:34","08 Jan, 2021 05:50:15","$1,446.22",Yes,$78.97,46,38,30,10,"$54,956.36",No
16001667,double bass,Augustine Paul,P1668,No,AltvetPet Inc.,Auto Products,"31 Aug, 2019 08:34:48","30 Sep, 2020 07:00:43",$609.92,Yes,$53.18,32,26,20,17,"$15,857.92",No
16001668,double bed,Roger Terrence,P1669,Yes,Indiana Ltd.,Auto Products,"10 Jul, 2020 05:43:28","20 Nov, 2020 11:40:36",$879.41,No,$96.75,38,23,10,6,"$20,226.43",No
16001669,double glazing product,Harold Pawlan,P1670,Yes,Lamport Corp,Auto Products,"17 Jul, 2019 01:28:21","27 Mar, 2021 05:28:22",$734.64,No,$26.75,43,20,20,6,"$14,692.80",No
16001670,downstairs product,Pete Zachariah,P1671,Yes,Lamport Corp,Auto Products,"08 Jun, 2019 04:51:50","18 Nov, 2020 06:14:38",$150.51,No,$72.74,18,16,10,9,"$2,408.16",No
16001671,drain product,David Love,P1672,Yes,MetBeat Corp,Auto Products,"14 May, 2020 06:41:10","02 Mar, 2021 11:17:12","$1,708.76",Yes,$12.05,18,39,20,11,"$66,641.64",No
16001672,draining board,Santa Cruz Clara,P1673,No,Lamport Corp,Auto Products,"15 Nov, 2019 11:53:22","29 Aug, 2020 10:06:14","$1,942.09",Yes,$84.35,22,35,30,6,"$67,973.15",No
16001673,drainpipe product,Tina Thomas,P1674,Yes,AltvetPet Inc.,Auto Products,"29 Sep, 2020 03:13:52","15 Oct, 2020 11:24:31",$260.25,Yes,$90.24,29,9,20,2,"$2,342.25",Yes
16001674,dress,Tina Thomas,P1675,Yes,LexPon Inc.,Auto Products,"04 Jan, 2021 06:14:45","30 Jan, 2021 04:01:10","$1,818.53",No,$39.70,37,22,10,7,"$40,007.66",No
16001675,dressing gown,Rozario Diego,P1676,No,NYC Ltd.,Auto Products,"07 Oct, 2019 05:00:22","28 Nov, 2020 04:55:35","$1,431.09",Yes,$40.24,24,29,20,12,"$41,501.61",No
16001676,dressing table,Pete Zachariah,P1677,No,MetBeat Corp,Auto Products,"18 Apr, 2020 10:07:55","03 Jan, 2021 10:17:57","$1,325.29",No,$34.82,42,20,20,10,"$26,505.80",No
16001677,drill,Tina Thomas,P1678,No,LexPon Inc.,Auto Products,"03 Mar, 2020 02:46:50","24 Apr, 2020 10:06:36",$613.81,Yes,$96.17,8,1,20,10,$613.81,Yes
16001678,drinks cabinet,Jasmine Frank,P1679,No,AltvetPet Inc.,Auto Products,"09 Oct, 2019 09:31:21","24 Oct, 2020 05:29:32",$991.77,No,$40.11,35,34,20,10,"$33,720.18",No
16001679,drive product,Jasmine Frank,P1680,Yes,AltvetPet Inc.,Auto Products,"12 Feb, 2021 04:41:24","25 Feb, 2021 05:09:56",$454.50,No,$1.50,37,6,20,17,"$2,727.00",Yes
16001680,drum kit,David Love,P1681,Yes,Indiana Ltd.,Auto Products,"29 Apr, 2019 02:57:32","19 Jul, 2020 03:13:40","$1,867.87",No,$83.33,46,4,20,9,"$7,471.48",Yes
16001681,drums,Thomas Mondrake,P1682,Yes,"Johnes Inc.,",Auto Products,"14 Oct, 2020 03:05:16","18 Mar, 2021 05:26:17",$201.49,No,$71.92,45,5,20,6,"$1,007.45",Yes
16001682,dust,Thomas Mondrake,P1683,Yes,Lamport Corp,Auto Products,"22 Apr, 2019 09:03:08","28 Sep, 2019 03:57:52","$1,019.98",Yes,$76.48,10,19,30,18,"$19,379.62",Yes
16001683,dustbin,Tina Thomas,P1684,Yes,"Johnes Inc.,",Auto Products,"24 Sep, 2020 04:12:45","23 Oct, 2020 07:39:47",$304.59,No,$83.77,35,23,30,1,"$7,005.57",Yes
16001684,dustbin bag,Lazar Mathew,P1685,Yes,Lamport Corp,Auto Products,"05 Dec, 2019 04:00:17","24 Jan, 2020 12:17:39",$403.88,Yes,$18.18,42,2,10,10,$807.76,Yes
16001685,dustbin product,Harold Pawlan,P1686,Yes,"Johnes Inc.,",Auto Products,"03 Oct, 2019 04:10:29","20 Jul, 2020 08:15:36",$289.94,No,$39.78,1,4,20,18,"$1,159.76",Yes
16001686,duster,Thomas Mondrake,P1687,No,Lamport Corp,Auto Products,"18 Sep, 2019 01:06:07","09 Nov, 2019 06:06:14",$978.00,Yes,$0.58,39,20,10,6,"$19,560.00",No
16001687,dustpan and brush,Augustine Paul,P1688,No,Lamport Corp,Auto Products,"10 Mar, 2021 09:32:23","12 Apr, 2021 05:02:33",$581.10,Yes,$5.37,33,11,10,9,"$6,392.10",No
16001688,duvet,Tina Thomas,P1689,Yes,NYC Ltd.,Auto Products,"09 Jan, 2020 06:42:36","30 Nov, 2020 04:16:04","$1,851.32",Yes,$41.56,1,12,10,18,"$22,215.84",No
16001689,earrings,Rozario Diego,P1690,Yes,Indiana Ltd.,Auto Products,"17 Dec, 2020 05:11:01","13 Mar, 2021 11:33:43","$1,163.23",Yes,$0.51,28,23,30,1,"$26,754.29",Yes
16001690,electric fire,Rozario Diego,P1691,Yes,MetBeat Corp,Auto Products,"19 Jun, 2019 02:56:58","05 Nov, 2019 12:40:18","$1,015.08",Yes,$40.38,3,9,10,11,"$9,135.72",Yes
16001691,electric guitar,Santa Cruz Clara,P1692,Yes,Lamport Corp,Auto Products,"24 Sep, 2019 05:04:15","03 Jun, 2020 05:40:45",$311.43,No,$78.75,30,17,20,10,"$5,294.31",Yes
16001692,electricity bill product,Rozario Diego,P1693,No,Indiana Ltd.,Auto Products,"13 Jul, 2020 09:01:28","20 Apr, 2021 06:59:59","$1,067.78",Yes,$16.28,18,39,20,9,"$41,643.42",No
16001693,electronic keyboard,Harold Pawlan,P1694,No,LexPon Inc.,Auto Products,"18 Feb, 2020 10:59:50","21 Jul, 2020 11:17:04","$1,617.46",Yes,$82.72,15,22,10,10,"$35,584.12",No
16001694,engagement ring,Roger Terrence,P1695,No,"Johnes Inc.,",Auto Products,"14 Sep, 2019 10:07:22","06 Apr, 2020 03:39:54",$249.45,No,$23.00,42,35,20,13,"$8,730.75",No
16001695,engine,Tina Thomas,P1696,Yes,AltvetPet Inc.,Auto Products,"13 Jun, 2020 02:17:07","11 Jan, 2021 12:24:41",$176.17,Yes,$94.15,38,30,20,14,"$5,285.10",No
16001696,envelopes,Thomas Mondrake,P1697,No,NYC Ltd.,Auto Products,"26 May, 2020 04:30:56","20 Aug, 2020 06:40:04","$1,402.01",Yes,$67.12,44,29,30,2,"$40,658.29",Yes
16001697,exhaust,David Love,P1698,Yes,MetBeat Corp,Auto Products,"17 Jul, 2020 07:16:05","17 Jan, 2021 06:53:14","$1,329.17",Yes,$91.50,30,3,30,2,"$3,987.51",Yes
16001698,exhaust pipe,David Love,P1699,Yes,NYC Ltd.,Auto Products,"20 Feb, 2021 07:04:43","07 Mar, 2021 01:21:36",$984.52,Yes,$46.55,33,6,20,14,"$5,907.12",Yes
16001699,fabric softener,Augustine Paul,P1700,Yes,Indiana Ltd.,Auto Products,"13 Feb, 2021 08:06:00","21 Apr, 2021 10:36:31","$1,958.80",Yes,$6.57,25,37,20,9,"$72,475.60",No
16001700,fan belt,Jasmine Frank,P1701,No,MetBeat Corp,Auto Products,"10 Sep, 2020 06:24:14","23 Nov, 2020 07:15:47","$1,869.89",Yes,$10.99,21,23,10,16,"$43,007.47",No
16001701,fence product,Lazar Mathew,P1702,Yes,LexPon Inc.,Auto Products,"16 Apr, 2021 03:50:38","19 Apr, 2021 03:32:40",$963.50,No,$76.72,35,16,20,16,"$15,416.00",Yes
16001702,fibreglass,Roger Terrence,P1703,Yes,"Johnes Inc.,",Auto Products,"15 Jul, 2020 08:49:48","27 Jul, 2020 01:47:34","$1,077.11",No,$25.48,24,5,20,16,"$5,385.55",Yes
16001703,file,Tina Thomas,P1704,No,"Johnes Inc.,",Auto Products,"23 Mar, 2020 12:21:56","29 May, 2020 05:08:15","$1,393.57",No,$73.75,32,4,10,7,"$5,574.28",Yes
16001704,filing cabinet,Augustine Paul,P1705,No,Indiana Ltd.,Auto Products,"17 Jun, 2019 06:43:11","19 Feb, 2021 01:21:42","$1,911.10",Yes,$75.99,37,31,10,8,"$59,244.10",No
16001705,firelighters,Harold Pawlan,P1706,No,LexPon Inc.,Auto Products,"23 Oct, 2020 10:58:42","05 Nov, 2020 05:57:49","$1,758.17",No,$60.27,20,16,30,1,"$28,130.72",Yes
16001706,fireplace product,David Love,P1707,No,NYC Ltd.,Auto Products,"04 Jul, 2020 10:56:54","11 Jul, 2020 02:34:46",$970.74,No,$48.76,49,22,20,5,"$21,356.28",No
16001707,flannel,Tina Thomas,P1708,Yes,MetBeat Corp,Auto Products,"10 Aug, 2020 06:18:03","07 Oct, 2020 12:03:13",$266.45,No,$16.85,5,27,30,6,"$7,194.15",Yes
16001708,floor harness,Harold Pawlan,P1709,Yes,Lamport Corp,Auto Products,"15 Jul, 2020 02:55:52","05 Jan, 2021 05:25:53",$482.54,No,$5.79,49,20,30,12,"$9,650.80",Yes
16001709,floor product,Santa Cruz Clara,P1710,Yes,LexPon Inc.,Auto Products,"12 Jul, 2019 11:24:32","04 Jul, 2020 01:47:36",$421.39,Yes,$81.39,41,14,10,6,"$5,899.46",No
16001710,floorcloth,Tina Thomas,P1711,Yes,Indiana Ltd.,Auto Products,"05 Sep, 2019 06:01:09","12 Jun, 2020 05:06:48",$633.48,No,$13.63,22,21,30,5,"$13,303.08",Yes
16001711,flower bed product,Rozario Diego,P1712,Yes,Indiana Ltd.,Auto Products,"28 Jan, 2021 02:12:49","26 Feb, 2021 11:53:42","$1,121.49",No,$97.89,48,14,30,4,"$15,700.86",Yes
16001712,flowerpot product,Pete Zachariah,P1713,Yes,LexPon Inc.,Auto Products,"27 Jul, 2020 03:06:22","29 Dec, 2020 01:22:46","$1,180.49",No,$13.53,3,8,20,9,"$9,443.92",Yes
16001713,flowers product,Tina Thomas,P1714,No,MetBeat Corp,Auto Products,"03 May, 2020 09:55:16","02 Oct, 2020 08:21:22","$1,293.70",No,$72.87,41,16,20,14,"$20,699.20",Yes
16001714,flute,Pete Zachariah,P1715,Yes,NYC Ltd.,Auto Products,"05 Jul, 2020 06:06:11","31 Jul, 2020 02:01:59","$1,765.38",No,$19.69,7,3,20,1,"$5,296.14",Yes
16001715,fork product,Harold Pawlan,P1716,No,"Johnes Inc.,",Auto Products,"19 Jun, 2020 04:23:54","02 Nov, 2020 08:22:59",$671.37,Yes,$20.38,38,33,20,8,"$22,155.21",No
16001716,fridge,Santa Cruz Clara,P1717,Yes,AltvetPet Inc.,Auto Products,"07 Dec, 2020 12:04:49","10 Jan, 2021 05:48:13","$1,422.60",No,$17.83,36,34,10,10,"$48,368.40",No
16001717,front door product,Lazar Mathew,P1718,No,AltvetPet Inc.,Auto Products,"13 Jan, 2020 11:58:44","01 May, 2020 05:40:33","$1,796.40",No,$55.71,47,26,30,6,"$46,706.40",Yes
