SALESORDERID,Subject,Sales Order Owner,Status,Due Date,Sub Total,Discount,Tax,Adjustments,Grand Total,Created Time,Modified Time,Is Delayed?,Age In Days,Age Tier,,,,,,,,
21001479,ZR-1599741-Ball Chair (Glossy White/fabric red),Augustine Paul,Delivered,30-04-2021 03:17,"23,932.08",846.31,628.66,0.11,"22,457",19-07-2020 09:03,08-02-2021 12:43,Yes,285,4. 181 - 360 days,,,,,,,,
21001243,ZR-1628609-Barcelona Chair (Italian White),Jasmine Frank,Delivered,28-02-2021 07:41,"14,775.86",539.67,22.34,0.15,"14,214",19-07-2020 04:30,31-10-2020 02:40,No,224,4. 181 - 360 days,,,,,,,,
21001562,ZR-1573955-Wassily Chair (Italian Black),Santa Cruz Clara,Approved,27-04-2021 06:08,"18,671.05",784.08,919.42,0.45,"16,968",19-07-2020 02:08,03-01-2021 03:54,No,282,4. 181 - 360 days,,,,,,,,
21003105,ZR-51515-Barcelona Ottoman Only (Italian Ivory),Thomas Mondrake,Delivered,01-04-2021 11:40,"32,744.75","2,993.25",853.82,0.32,"28,898",18-07-2020 08:56,12-08-2020 08:22,No,257,4. 181 - 360 days,,,,,,,,
21003371,ZR-1543976-MODWAY product,Augustine Paul,Cancelled,20-05-2021 10:27,"3,659.74",203.50,304.14,0.10,"3,152",18-07-2020 01:20,08-12-2020 05:13,No,306,4. 181 - 360 days,,,,,,,,
21001097,ZR-1599837-Barcelona Chair and Ottoman (Aniline White),Tina Thomas,Delivered,31-05-2021 01:08,"9,084.44",584.07,538.83,0.46,"7,962",18-07-2020 01:14,17-05-2021 11:56,Yes,317,4. 181 - 360 days,,,,,,,,
21000473,ZR-51571-Eames Lounge Chair with Ottoman (Aniline Camel wit,Thomas Mondrake,Approved,11-04-2021 01:32,"14,353.75",984.40,"1,260.65",0.31,"12,109",17-07-2020 05:22,03-01-2021 03:31,No,268,4. 181 - 360 days,,,,,,,,
21001043,ZR-1596833-Brno Flat Chair (Italian Choc Brown),Rozario Diego,Delivered,25-02-2021 10:16,"14,675.68",602.28,623.86,0.46,"13,450",17-07-2020 02:21,21-02-2021 01:10,No,223,4. 181 - 360 days,,,,,,,,
21001161,ZR-1538301-Barcelona Daybed (Aniline Black),Rozario Diego,Delivered,22-06-2021 07:15,"7,204.55",533.06,434.90,0.42,"6,237",15-07-2020 09:05,26-11-2020 03:54,Yes,342,4. 181 - 360 days,,,,,,,,
21000314,ZR-1571966-Eames Al Group Ribbed Low Back Management Chair (Italian Black),Harold Pawlan,Delivered,24-04-2021 07:55,"26,195.95","1,848.86","1,175.06",0.03,"23,172",15-07-2020 01:34,14-04-2021 03:05,No,283,4. 181 - 360 days,,,,,,,,
21002109,ZR-1600641-Eames Soft Pad Low Back Chair (Aniline Black),Tina Thomas,Cancelled,03-07-2021 09:23,"19,964.44",773.93,"1,132.80",0.29,"18,058",14-07-2020 11:18,28-06-2021 09:54,No,354,4. 181 - 360 days,,,,,,,,
21000552,ZR-1513283-Barcelona Daybed (Italian White),Lazar Mathew,Cancelled,28-05-2021 04:45,"21,589.27",544.75,"1,149.87",0.35,"19,895",14-07-2020 07:33,18-02-2021 01:00,No,318,4. 181 - 360 days,,,,,,,,
21000642,ZR-1597914-Barcelona Chair adn Ottoman (Vintage  Copper Brown,Rozario Diego,Approved,08-05-2021 07:04,"13,104.57","1,200.59",420.89,0.09,"11,483",14-07-2020 07:21,28-07-2020 05:58,Yes,298,4. 181 - 360 days,,,,,,,,
21001741,ZR-48811-LC2 Chair (Aniline Black),Thomas Mondrake,Delivered,22-06-2021 05:04,"3,703.39",130.41,123.88,0.10,"3,449",13-07-2020 12:18,06-08-2020 07:01,Yes,344,4. 181 - 360 days,,,,,,,,
21000297,ZR-1603586-Barcelona Chair (Italian Brown),Santa Cruz Clara,Delivered,16-06-2021 05:17,"5,287.71",403.36,349.34,0.01,"4,535",13-07-2020 09:36,10-06-2021 09:16,Yes,338,4. 181 - 360 days,,,,,,,,
21000184,ZR-1513190-Barcelona Chair and Ottoman (Italian White),Jasmine Frank,Created,15-05-2021 05:45,"26,461.87","1,209.66",789.86,0.35,"24,462",12-07-2020 12:10,13-08-2020 06:08,Yes,307,4. 181 - 360 days,,,,,,,,
21001711,ZR-1537437-Eames Lounge Chair and Ottoman (Pallisander  vinta,Lazar Mathew,Approved,13-04-2021 10:35,928.99,25.85,55.49,0.35,848,12-07-2020 11:22,26-03-2021 07:32,No,275,4. 181 - 360 days,,,,,,,,
21001309,ZR-54610-Knoll Sofa (Aniline Ivory),Thomas Mondrake,Approved,15-02-2021 06:05,"37,764.24","1,392.79","1,009.77",0.32,"35,362",12-07-2020 04:49,01-11-2020 05:01,No,218,4. 181 - 360 days,,,,,,,,
21001183,ZR-1571965-Eames Soft Pad Low Back Chair (Aniline Camel),Jasmine Frank,Delivered,25-03-2021 11:50,"15,988.65",383.70,485.05,0.10,"15,120",12-07-2020 03:20,25-02-2021 07:41,No,256,4. 181 - 360 days,,,,,,,,
21003372,ZR-1511364-Eames Soft Pad Low Back Chair (Italian Black),David Love,Delivered,30-06-2021 01:47,"1,579.52",5.41,119.63,0.48,"1,454",11-07-2020 09:31,20-06-2021 09:43,Yes,354,4. 181 - 360 days,,,,,,,,
21003264,ZR-1573925-Noguchi Coffee Table (Black Wood),Santa Cruz Clara,Approved,06-06-2021 04:24,"33,050.65",605.96,"1,588.08",0.39,"30,857",10-07-2020 12:09,03-02-2021 02:33,Yes,331,4. 181 - 360 days,,,,,,,,
21001088,ZR-1569892-Eames Al Group Ribbed Low Back Management Chair (Italian Black),Harold Pawlan,Approved,10-05-2021 07:02,"3,042.33",171.75,217.44,0.14,"2,653",10-07-2020 09:55,13-02-2021 02:24,Yes,304,4. 181 - 360 days,,,,,,,,
21002564,ZR-1540225-Barcelona Chair (Italian Ivory),Jasmine Frank,Created,05-06-2021 08:14,"14,069.42",869.12,159.46,0.16,"13,041",10-07-2020 07:43,15-11-2020 03:12,Yes,330,4. 181 - 360 days,,,,,,,,
21000746,ZR-1597014-Barcelona Bench B (Aniline Choc Brown),Jasmine Frank,Delivered,09-02-2021 09:14,"7,524.96",491.76,460.91,0.29,"6,572",10-07-2020 07:36,06-01-2021 01:46,No,214,4. 181 - 360 days,,,,,,,,
21000622,ZR-1571972-LC3 Style Relaxed Loveseat (Italian Black),Roger Terrence,Delivered,09-04-2021 09:29,"26,074.34","1,918.27",124.80,0.27,"24,031",10-07-2020 03:24,08-11-2020 11:41,No,273,4. 181 - 360 days,,,,,,,,
21000210,ZR-1507489-Barcelona Chair and Ottoman (Aniline Camel),Rozario Diego,Approved,13-03-2021 08:28,"7,640.12",579.36,554.30,0.46,"6,506",09-07-2020 01:36,25-02-2021 08:23,No,247,4. 181 - 360 days,,,,,,,,
21000122,ZR-1568032-Eames Soft Pad High Back Chair (Italian Black),Augustine Paul,Delivered,25-06-2021 09:22,"20,114.58",155.35,307.94,0.29,"19,651",08-07-2020 12:56,23-06-2021 03:25,Yes,352,4. 181 - 360 days,,,,,,,,
21001617,ZR-1626620-Knoll Chair (Italian White),Harold Pawlan,Cancelled,14-05-2021 12:30,"3,746.82",158.12,168.62,0.08,"3,420",08-07-2020 09:18,18-03-2021 10:55,No,310,4. 181 - 360 days,,,,,,,,
21001630,ZR-1570016-Tulip Chair (White Shell  Italian White),Santa Cruz Clara,Cancelled,06-05-2021 07:55,"9,742.30",641.43,883.41,0.46,"8,217",08-07-2020 05:22,02-08-2020 08:19,No,302,4. 181 - 360 days,,,,,,,,
21000993,ZR-1599711-Womb Chair and Ottoman (Dark Grey),Thomas Mondrake,Approved,04-06-2021 07:48,"42,530.41","1,594.11","1,354.09",0.21,"39,582",08-07-2020 04:51,15-04-2021 11:59,Yes,331,4. 181 - 360 days,,,,,,,,
21002306,ZR-1600641-Noguchi Coffee Table (Black Wood),Augustine Paul,Approved,10-10-2020 10:16,721.3,13.72,52.89,0.3,655,08-07-2020 03:18,07-08-2020 02:51,No,94,2. 61 - 120 days,,,,,,,,
21000438,ZR-1507455-Barcelona Chair (Italian Camel),Rozario Diego,Approved,22-02-2021 06:21,"13,123.80",235.08,947.22,0.50,"11,942",07-07-2020 11:31,26-09-2020 03:18,No,230,4. 181 - 360 days,,,,,,,,
21000574,ZR-1538368-Barcelona Chair and Ottoman (Aniline White),Pete Zachariah,Delivered,30-06-2021 07:00,"33,651.18","2,365.11","2,390.03",0.04,"28,896",07-07-2020 06:04,16-06-2021 06:33,Yes,358,4. 181 - 360 days,,,,,,,,
21002187,ZR-1603619-Ball Chair (Glossy White/fabric red),Harold Pawlan,Cancelled,16-05-2021 05:26,"4,429.06",367.20,399.15,0.29,"3,663",07-07-2020 02:19,13-05-2021 09:46,No,313,4. 181 - 360 days,,,,,,,,
21000637,ZR-51663-Barcelona ottoman (Italian Black),Jasmine Frank,Delivered,25-06-2021 05:13,"23,811.27","1,532.39",411.01,0.13,"21,868",06-07-2020 10:11,01-04-2021 06:00,Yes,354,4. 181 - 360 days,,,,,,,,
21000408,ZR-1627648-MODWAY product,Harold Pawlan,Cancelled,23-06-2021 03:07,"22,095.60","1,292.92","2,044.69",0.00,"18,758",06-07-2020 05:37,08-05-2021 01:33,No,352,4. 181 - 360 days,,,,,,,,
21000780,ZR-1629471-Barcelona daybed (italian brown with light walnut),Jasmine Frank,Approved,16-01-2021 07:27,"2,148.01",67.96,49.53,0.48,"2,031",05-07-2020 02:46,15-10-2020 05:31,No,195,4. 181 - 360 days,,,,,,,,
21000204,ZR-1571004-Barcelona Chair (Italian Choc Brown),Roger Terrence,Delivered,13-11-2020 07:53,"19,907.97",298.85,"1,439.44",0.32,"18,170",04-07-2020 09:44,18-08-2020 06:06,No,132,3. 121 - 180 days,,,,,,,,
21001855,ZR-1540258-Bertoia Style Armchair (Italian black),Jasmine Frank,Created,30-09-2020 12:32,"15,731.28",426.05,"1,491.40",0.17,"13,814",04-07-2020 05:55,09-09-2020 03:25,No,88,2. 61 - 120 days,,,,,,,,
21000544,ZR-1571847-Barcelona Chair (Aniline Choc Brown),Roger Terrence,Cancelled,14-01-2021 04:36,"7,495.95",458.42,619.02,0.49,"6,419",03-07-2020 12:30,07-09-2020 01:17,No,195,4. 181 - 360 days,,,,,,,,
21002887,ZR-1572033-Eames Lounge Chair with Ottoman (Italian Choc Brow,Roger Terrence,Approved,03-05-2021 04:01,"6,511.89",30.62,134.52,0.25,"6,347",03-07-2020 05:58,26-12-2020 07:54,Yes,304,4. 181 - 360 days,,,,,,,,
21000339,ZR-1573954-Eames Lounge Chair with Ottoman (Aniline Black wit,Thomas Mondrake,Cancelled,25-06-2021 11:47,"18,545.99","1,129.33","1,247.89",0.23,"16,169",03-07-2020 05:24,24-06-2021 10:08,No,357,4. 181 - 360 days,,,,,,,,
21001093,ZR-1626808-Barcelona Chair (Aniline Grey),Harold Pawlan,Cancelled,03-06-2021 02:52,"10,824.97",983.39,"1,054.87",0.30,"8,787",03-07-2020 04:36,29-05-2021 03:29,No,335,4. 181 - 360 days,,,,,,,,
21001242,ZR-1541245-Barcelona Chair (Italian Ivory),Jasmine Frank,Cancelled,15-05-2021 11:33,"23,493.52","1,606.88",407.72,0.08,"21,479",02-07-2020 12:13,26-07-2020 08:19,No,317,4. 181 - 360 days,,,,,,,,
21000758,ZR-1572837-MODWAY product,Rozario Diego,Delivered,12-12-2020 02:26,"23,717.97",660.57,43.27,0.13,"23,014",02-07-2020 10:30,29-10-2020 01:14,No,163,3. 121 - 180 days,,,,,,,,
21001610,ZR-50547-Barcelona Loveseat (Italian White),Thomas Mondrake,Created,23-06-2021 11:02,"22,250.38",654.28,"2,125.62",0.48,"19,470",02-07-2020 03:58,02-06-2021 04:23,Yes,356,4. 181 - 360 days,,,,,,,,
21000679,ZR-1629692-LC 2 chair (cashmere dark grey),Augustine Paul,Created,24-04-2021 06:59,"2,886.90",123.21,38.73,0.04,"2,725",02-07-2020 01:48,25-03-2021 11:19,No,296,4. 181 - 360 days,,,,,,,,
21001787,ZR-1601639-Noguchi Coffee Table (Walnut Wood),Harold Pawlan,Created,02-07-2021 03:55,"17,907.35",615.08,483.01,0.26,"16,809",02-07-2020 01:22,23-06-2021 01:50,Yes,365,5. Above 360 days,,,,,,,,
21002232,ZR-1601633-Barcelona Chair and Ottoman (Italian Black),Jasmine Frank,Approved,01-07-2021 06:53,"5,889.52",107.92,400.59,0.01,"5,381",01-07-2020 05:19,21-03-2021 01:14,Yes,365,5. Above 360 days,,,,,,,,
21003232,ZR-1571875-Barcelona Chair (Aniline White),Pete Zachariah,Approved,24-04-2021 05:04,"17,561.17",821.76,627.18,0.23,"16,112",01-07-2020 02:07,21-09-2020 11:22,No,297,4. 181 - 360 days,,,,,,,,
21000499,ZR-1512325-Womb Chair and Ottoman (Fabric Red),Roger Terrence,Approved,22-02-2021 01:51,"2,607.64",169.69,12.40,0.45,"2,426",30-06-2020 07:37,19-10-2020 06:16,No,237,4. 181 - 360 days,,,,,,,,
21001331,ZR-1629569-Shell chiar (Italian ivory with walnut),Jasmine Frank,Cancelled,09-06-2021 11:26,"12,087.78",863.01,"1,068.40",0.37,"10,156",30-06-2020 02:35,01-06-2021 10:50,No,344,4. 181 - 360 days,,,,,,,,
21001165,ZR-1571967-Barcelona Chair (Italian Black),Thomas Mondrake,Created,07-10-2020 08:38,"11,485.81",733.57,912.28,0.04,"9,840",29-06-2020 08:35,04-09-2020 08:27,No,100,2. 61 - 120 days,,,,,,,,
21001880,ZR-54455-Barcelona Chair (Italian Choc Brown),Jasmine Frank,Approved,23-04-2021 05:23,"1,028.96",17.15,48.63,0.17,963,29-06-2020 05:23,28-02-2021 01:47,No,298,4. 181 - 360 days,,,,,,,,
21000709,ZR-48815-Barcelona Chair (Italian Ivory),Augustine Paul,Cancelled,06-05-2021 04:13,"2,570.50",38.22,214.41,0.12,"2,318",29-06-2020 04:28,21-09-2020 12:51,No,311,4. 181 - 360 days,,,,,,,,
21001531,ZR-1538178-Barcelona Loveseat (Aniline Black),Tina Thomas,Approved,05-05-2021 12:12,"9,430.60",131.14,473.83,0.37,"8,826",28-06-2020 07:52,30-09-2020 04:03,Yes,311,4. 181 - 360 days,,,,,,,,
21002720,ZR-1543139-Barcelona Chair and Ottoman (Italian Black),Tina Thomas,Cancelled,09-06-2021 11:42,"13,096.60","1,134.46",293.67,0.47,"11,668",27-06-2020 11:08,01-11-2020 04:08,No,347,4. 181 - 360 days,,,,,,,,
21000932,ZR-1598846-Barcelona Chair and Ottoman (Italian Red),Roger Terrence,Approved,12-03-2021 11:37,"16,393.22","1,562.13","1,157.08",0.02,"13,674",27-06-2020 04:26,10-02-2021 09:08,No,258,4. 181 - 360 days,,,,,,,,
21001584,ZR-1537432-Eames Lounge Chair with Ottoman (Italian Black wit,Santa Cruz Clara,Created,01-07-2021 12:13,"6,752.60",617.15,396.72,0.28,"5,739",25-06-2020 08:25,31-08-2020 04:18,Yes,371,5. Above 360 days,,,,,,,,
21000858,ZR-49619-Eames Soft Pad Low Back Chair (Aniline Brown),Augustine Paul,Delivered,26-03-2021 01:03,"19,522.56",872.56,888.22,0.22,"17,762",24-06-2020 12:54,12-03-2021 12:54,No,275,4. 181 - 360 days,,,,,,,,
21000704,ZR-1600703-LC3 Style Relaxed Sofa (Aniline Black),Roger Terrence,Approved,12-03-2021 08:59,"8,400.02",342.56,332.61,0.15,"7,725",23-06-2020 08:16,21-08-2020 09:52,No,262,4. 181 - 360 days,,,,,,,,
21000021,ZR-1509505-Barcelona Chair and Ottoman (Italian White),Jasmine Frank,Created,14-11-2020 07:05,"10,511.69",364.22,109.16,0.30,"10,038",23-06-2020 04:48,28-08-2020 05:19,No,144,3. 121 - 180 days,,,,,,,,
21000173,ZR-1601789-Barcelona ottoman (Italian Black),Pete Zachariah,Delivered,06-11-2020 04:15,"15,098.01","1,068.85",634.28,0.13,"13,395",22-06-2020 07:34,04-09-2020 03:06,No,137,3. 121 - 180 days,,,,,,,,
21002595,ZR-1509442-Barcelona Chair (Aniline Camel),Rozario Diego,Delivered,20-06-2021 11:31,"8,217.19",422.31,725.77,0.11,"7,069",22-06-2020 02:39,17-05-2021 10:12,Yes,363,5. Above 360 days,,,,,,,,
21001002,ZR-1568065-Noguchi Table (Dark Walnut),Roger Terrence,Approved,14-04-2021 04:11,"22,248.71","1,468.14","2,198.81",0.25,"18,582",22-06-2020 02:09,09-11-2020 08:57,No,296,4. 181 - 360 days,,,,,,,,
21002573,ZR-1626651-Noguchi Coffee Table (Walnut Wood),Tina Thomas,Created,04-10-2020 12:02,"17,467.98","1,470.05",157.83,0.10,"15,840",21-06-2020 11:52,14-09-2020 02:52,No,105,2. 61 - 120 days,,,,,,,,
21000227,ZR-50702-Knoll Chair (Italian White),Tina Thomas,Approved,15-06-2021 05:00,"22,121.50",467.79,"1,985.33",0.38,"19,668",21-06-2020 03:43,13-09-2020 10:22,Yes,359,4. 181 - 360 days,,,,,,,,
21000996,ZR-1628572-Knoll Sofa (Italian White),Thomas Mondrake,Approved,29-09-2020 04:36,"38,385.95","2,437.79","1,595.24",0.08,"34,353",20-06-2020 10:24,09-08-2020 11:51,No,101,2. 61 - 120 days,,,,,,,,
21002885,ZR-1603650-Barcelona Chair (Italian Black),Rozario Diego,Cancelled,29-03-2021 03:31,"48,637.85","3,654.82","3,532.18",0.15,"41,451",20-06-2020 09:30,10-07-2020 12:29,No,282,4. 181 - 360 days,,,,,,,,
21002907,ZR-1510462-Florentia Sectional (Aniline Caramel),Pete Zachariah,Approved,14-10-2020 03:17,"43,727.14",601.97,"2,288.58",0.40,"40,837",20-06-2020 04:47,21-06-2020 01:48,No,116,2. 61 - 120 days,,,,,,,,
21001618,ZR-1601791-Eames Lounge Chair with Ottoman (Italian Choc Brow,Jasmine Frank,Created,13-06-2021 05:38,"4,621.36",117.99,255.06,0.31,"4,248",19-06-2020 10:39,18-12-2020 07:42,Yes,359,4. 181 - 360 days,,,,,,,,
21002715,ZR-1628511-Tulip armless chair (italian chcolate brown),David Love,Created,17-02-2021 01:08,"12,579.15",713.86,657.71,0.42,"11,208",19-06-2020 08:23,07-01-2021 03:27,No,243,4. 181 - 360 days,,,,,,,,
21000105,ZR-48845-Barcelona Chair (Italian Brown),David Love,Delivered,15-04-2021 02:42,"13,297.37","1,208.11",626.25,0.02,"11,463",18-06-2020 08:42,25-03-2021 05:55,No,301,4. 181 - 360 days,,,,,,,,
21001655,ZR-52531-Barcelona Chair (Italian White),David Love,Cancelled,20-06-2021 11:45,"21,920.98","1,279.69",604.89,0.40,"20,036",18-06-2020 05:20,06-06-2021 09:58,No,367,5. Above 360 days,,,,,,,,
21000324,ZR-1570015-LC2 Loveseat (Italian Black),Thomas Mondrake,Delivered,01-04-2021 12:43,"4,942.65",97.11,116.36,0.19,"4,729",18-06-2020 03:53,07-12-2020 12:34,No,287,4. 181 - 360 days,,,,,,,,
21002243,ZR-1601697-Barcelona Bench A (Aniline White,Tina Thomas,Approved,17-04-2021 10:19,"1,775.46",138.36,163.37,0.27,"1,474",17-06-2020 07:07,09-01-2021 05:01,No,304,4. 181 - 360 days,,,,,,,,
21001898,ZR-1543975-LC4 Chaise Lounge Chair (Aniline Ivory),Rozario Diego,Approved,06-03-2021 07:01,"9,345.96",268.36,158.51,0.09,"8,919",16-06-2020 11:56,10-11-2020 08:23,No,263,4. 181 - 360 days,,,,,,,,
21000832,ZR-1572834-LC4(Ponyskin Brown-White),Roger Terrence,Cancelled,27-05-2021 07:13,"17,347.14",527.98,619.65,0.48,"16,200",16-06-2020 06:35,06-05-2021 05:24,No,345,4. 181 - 360 days,,,,,,,,
21001453,ZR-1569086-Barcelona Chair (Aniline Black),Pete Zachariah,Cancelled,01-03-2021 03:42,"3,440.45",324.52,305.38,0.44,"2,811",16-06-2020 01:33,27-02-2021 11:16,No,258,4. 181 - 360 days,,,,,,,,
21002460,ZR-1572033-FineMod products,Jasmine Frank,Created,19-06-2021 08:20,"13,261.34","1,054.40","1,254.53",0.41,"10,952",15-06-2020 09:58,29-10-2020 10:52,Yes,369,5. Above 360 days,,,,,,,,
21002197,ZR-1630591-Eames Lounge Chair with Ottoman (Aniline Black wit,Pete Zachariah,Created,17-01-2021 07:47,"3,064.13",296.42,42.51,0.20,"2,725",15-06-2020 06:05,11-07-2020 01:38,No,216,4. 181 - 360 days,,,,,,,,
21003318,ZR-1543141-Barcelona Chair and Ottoman (Italian Ivory),Tina Thomas,Delivered,20-05-2021 03:08,"10,176.10",4.19,64.70,0.20,"10,107",15-06-2020 01:41,27-11-2020 03:57,Yes,339,4. 181 - 360 days,,,,,,,,
21002563,ZR-1513351-LC3 Chair (Italian Black),David Love,Delivered,07-04-2021 04:11,"24,482.81","1,042.50",12.59,0.28,"23,428",14-06-2020 08:19,19-03-2021 08:16,No,297,4. 181 - 360 days,,,,,,,,
21003007,ZR-1596952-LC4(Ponyskin Brown-White),Thomas Mondrake,Delivered,09-05-2021 05:14,"24,416.33","1,428.11","2,088.56",0.33,"20,900",14-06-2020 07:54,04-05-2021 05:48,Yes,329,4. 181 - 360 days,,,,,,,,
21001667,ZR-1602567-MODWAY product,Augustine Paul,Approved,01-05-2021 11:24,"6,601.56",218.02,227.88,0.34,"6,156",13-06-2020 10:53,17-12-2020 03:20,Yes,322,4. 181 - 360 days,,,,,,,,
21001410,ZR-53652-Barcelona Chair (Aniline Red),Augustine Paul,Cancelled,10-02-2021 09:56,"3,600.85",351.98,188.09,0.22,"3,061",13-06-2020 10:38,28-11-2020 09:02,No,242,4. 181 - 360 days,,,,,,,,
21000847,ZR-1695-ZIGZAG CHAIR,Rozario Diego,Created,30-05-2021 04:51,"1,435.49",57.63,17.21,0.36,"1,361",13-06-2020 09:01,11-04-2021 02:50,Yes,351,4. 181 - 360 days,,,,,,,,
21001015,ZR-1508510-Office Star product,Thomas Mondrake,Delivered,06-06-2021 04:27,"6,159.97",343.85,391.05,0.07,"5,425",13-06-2020 06:35,09-11-2020 05:08,Yes,358,4. 181 - 360 days,,,,,,,,
21001449,ZR-1541278-Barcelona Chair (Aniline Black),Santa Cruz Clara,Created,17-06-2021 09:09,"41,923.15","3,401.17","2,428.98",0.01,"36,093",12-06-2020 10:44,21-05-2021 05:30,Yes,370,5. Above 360 days,,,,,,,,
21000970,ZR-1541058-Barcelona Loveseat (Aniline Camel),David Love,Cancelled,20-10-2020 02:26,"21,269.97",536.06,879.61,0.31,"19,854",12-06-2020 07:20,08-07-2020 10:22,No,130,3. 121 - 180 days,,,,,,,,
21000784,ZR-1627737-Knoll Chair (Aniline Black),Augustine Paul,Approved,17-02-2021 05:59,"30,049.31",460.72,325.94,0.35,"29,263",12-06-2020 04:48,16-10-2020 12:12,No,250,4. 181 - 360 days,,,,,,,,
21002307,ZR-1626747-LC2 Sofa (Italian Choc Brown),Santa Cruz Clara,Created,20-03-2021 02:46,"14,272.72",571.33,90.85,0.46,"13,611",12-06-2020 04:25,02-11-2020 08:58,No,281,4. 181 - 360 days,,,,,,,,
21003298,ZR-1537250-Barcelona Chair (Italian White),Harold Pawlan,Created,05-04-2021 11:26,"20,120.34","1,687.20","1,993.31",0.18,"16,440",12-06-2020 04:22,09-08-2020 03:07,No,297,4. 181 - 360 days,,,,,,,,
21003057,ZR-1601731-Eileen Grey End Table (Stainless Steel - Translucent),Santa Cruz Clara,Created,14-03-2021 08:31,"16,761.13","1,322.45",563.94,0.26,"14,875",12-06-2020 01:32,23-06-2020 11:52,No,275,4. 181 - 360 days,,,,,,,,
21000471,ZR-1628701-Barcelona Bench A (Italian Black),Tina Thomas,Delivered,21-06-2021 12:10,"17,800.60","1,673.82",734.95,0.17,"15,392",11-06-2020 08:08,20-06-2021 06:43,Yes,375,5. Above 360 days,,,,,,,,
21001245,ZR-1602721-Barcelona Chair (Italian Black),Roger Terrence,Created,02-06-2021 11:50,"6,562.70",354.39,46.97,0.34,"6,161",11-06-2020 03:17,14-10-2020 06:00,Yes,356,4. 181 - 360 days,,,,,,,,
21001565,ZR-1570078-Barcelona Chair and Ottoman (Italian Ivory),Tina Thomas,Approved,01-02-2021 01:15,"30,103.58","1,039.04","1,193.79",0.25,"27,871",10-06-2020 05:32,31-12-2020 07:03,No,236,4. 181 - 360 days,,,,,,,,
21000640,ZR-1626744-Eames Lounge Chair with Ottoman (Italian Red with ,Jasmine Frank,Cancelled,15-03-2021 06:41,"10,722.51",660.23,647.61,0.33,"9,415",10-06-2020 03:08,10-03-2021 05:51,No,278,4. 181 - 360 days,,,,,,,,
21002284,ZR-1508446-Barcelona ottoman (Italian Black),Tina Thomas,Cancelled,01-07-2021 06:12,"6,049.17",466.04,486.45,0.32,"5,097",09-06-2020 04:58,13-04-2021 05:33,No,387,5. Above 360 days,,,,,,,,
21000330,ZR-1601823-MODWAY product,Pete Zachariah,Approved,19-05-2021 05:55,"8,696.43",423.70,21.09,0.36,"8,252",09-06-2020 01:15,23-09-2020 04:13,Yes,344,4. 181 - 360 days,,,,,,,,
21001732,ZR-1601762-LC2 Chair (Italian Ivory),Rozario Diego,Delivered,30-05-2021 04:29,"24,936.50",471.94,"1,506.26",0.30,"22,958",08-06-2020 10:36,24-05-2021 04:42,Yes,356,4. 181 - 360 days,,,,,,,,
21002501,ZR-1598786-Barcelona Style Coffee Table (3/4 glass),Harold Pawlan,Cancelled,20-01-2021 11:57,"5,891.39",30.09,56.18,0.12,"5,805",08-06-2020 05:59,28-07-2020 06:12,No,226,4. 181 - 360 days,,,,,,,,
21000020,ZR-1540253-Barcelona Sofa (Italian Ivory),Tina Thomas,Delivered,22-03-2021 01:59,"6,641.21",304.40,395.34,0.47,"5,941",08-06-2020 04:28,22-09-2020 07:08,No,287,4. 181 - 360 days,,,,,,,,
21000153,ZR-49587-Barcelona Bench C (Aniline Brown),Roger Terrence,Cancelled,17-03-2021 10:02,"28,423.42",901.82,"1,312.62",0.02,"26,209",07-06-2020 05:27,07-01-2021 03:56,No,283,4. 181 - 360 days,,,,,,,,
21001184,ZR-1538299-Barcelona Chair (Italian White),Rozario Diego,Created,28-01-2021 12:02,"30,527",606,546,0,"29,375",07-06-2020 04:46,10-01-2021 02:26,No,235,4. 181 - 360 days,,,,,,,,
21000123,ZR-1539328-Barcellona Ottoman only (Italian Chocolate Brown),Roger Terrence,Approved,10-05-2021 11:17,"22,924.61",201.14,"1,745.39",0.08,"20,978",07-06-2020 03:18,24-04-2021 05:22,Yes,337,4. 181 - 360 days,,,,,,,,
21000573,ZR-1567225-Barcelona Chair (Aniline White),Rozario Diego,Delivered,17-07-2020 12:01,"10,976.62",740.22,92.71,0.31,"10,144",06-06-2020 11:54,30-06-2020 11:13,No,41,1. 0 - 60 days,,,,,,,,
21003229,ZR-1627678-MODWAY product,Tina Thomas,Approved,28-12-2020 03:15,"28,199.04","2,073.99","2,518.53",0.47,"23,607",06-06-2020 10:38,11-06-2020 04:57,No,205,4. 181 - 360 days,,,,,,,,
21001113,ZR-1538393-Barcelona Chair (Aniline Camel),Harold Pawlan,Delivered,13-01-2021 06:08,"3,891.32",307.46,380.26,0.40,"3,204",06-06-2020 10:25,03-09-2020 11:45,No,221,4. 181 - 360 days,,,,,,,,
21001683,ZR-1597762-Knoll Sofa (Aniline Black),Roger Terrence,Created,26-05-2021 05:50,"12,865.81","1,156.70",967.41,0.29,"10,742",05-06-2020 01:35,15-04-2021 08:33,Yes,355,4. 181 - 360 days,,,,,,,,
21001358,ZR-49623-Knoll Sofa (Italian Choc Brown),Tina Thomas,Delivered,09-02-2021 07:04,"2,326.29",158.76,169.75,0.22,"1,998",04-06-2020 12:31,31-10-2020 09:09,No,250,4. 181 - 360 days,,,,,,,,
