ACCOUNTID,Account Name,Account Owner Id,Account Owner,Account Type,Industry,Website,Tasks Involved,Events Involved,Calls Involved,Activities Involved
1710,id Boutiques,1003,Lazar Mathew,Prospect,Education,EntrepreneurDads.com,No,No,No,No
1711,Delchamps,1009,Thomas Mondrake,Customer,Communications,EconomicTribune.com,No,No,No,No
1712,Delchamps,1004,Pete Zachariah,Customer,Technology,ReadyProduce.com,No,No,No,No
1713,Widdmann,1003,Lazar Mathew,Customer,Manufacturing,Listingville.com,No,No,No,No
1714,Schweggmanns,1001,Rozario Diego,Prospect,Pharma,ResidentialCorner.com,No,No,No,No
1715,Marianne,1002,Santa Cruz Clara,Customer,Pharma,CardSurf.com,No,No,No,No
1716,Payless Cashways,1010,Augustine Paul,Customer,Education,RecruiterMonthly.com,No,No,No,No
1717,Super Saver Foods,1001,Rozario Diego,Customer,Consulting,DoctorIL.com,Yes,No,Yes,Yes
1718,Henry's Hamburgers,1009,Thomas Mondrake,Prospect,Pharma,BlinkCredit.com,No,No,No,No
1719,Endicott Shoes,1004,Pete Zachariah,Prospect,Education,NowSavers.com,No,No,No,No
1720,Netcore,1007,David Love,Customer,Communications,PugMagazine.com,No,No,No,No
1721,Libera,1003,Lazar Mathew,Customer,Financial Services,AbsolutelyApps.com,Yes,Yes,No,Yes
1722,Briazz,1001,Rozario Diego,Prospect,Education,MoviePins.com,Yes,Yes,No,Yes
1723,Mission G,1011,Tina Thomas,Customer,Consulting,LastJune.com,No,No,No,No
1724,Olson Electronics,1002,Santa Cruz Clara,Customer,Government/Military,SocialQuarterly.com,Yes,No,Yes,Yes
1725,Monlinks,1002,Santa Cruz Clara,Prospect,Service Provider,BikeAppraisals.com,No,No,No,No
1726,Monsource,1011,Tina Thomas,Prospect,Manufacturing,EverydayRisk.com,Yes,Yes,No,Yes
1727,Sportswest,1003,Lazar Mathew,Customer,Service Provider,FavoriteStudent.com,Yes,No,Yes,Yes
1728,Signa Air,1007,David Love,Prospect,Service Provider,TutorTag.com,No,No,No,No
1729,Our Own Hardware,1010,Augustine Paul,Prospect,Government/Military,PhoneWorkshop.com,No,No,No,No
1730,Netcom Business Services,1011,Tina Thomas,Customer,Consulting,TeamCups.com,No,No,No,No
1731,DGS VolMAX,1008,Roger Terrence,Customer,Financial Services,CaffeineSoftdrinks.com,Yes,No,No,Yes
1732,Magna Solution,1009,Thomas Mondrake,Prospect,IT Services,PriceFusion.com,Yes,Yes,No,Yes
1733,Sampson's,1003,Lazar Mathew,Prospect,Pharma,GenitalDoctor.com,No,No,No,No
1734,The Jolly Farmer,1002,Santa Cruz Clara,Prospect,Service Provider,RentalZine.com,Yes,No,No,Yes
1735,Star Interior Design,1009,Thomas Mondrake,Prospect,Communications,StreamSeat.com,No,No,No,No
1736,Hanover Shoe,1004,Pete Zachariah,Customer,Service Provider,WirelessRelief.com,Yes,Yes,No,Yes
1737,Herman's World of Sporting Goods,1001,Rozario Diego,Prospect,Financial Services,MatrixColors.com,Yes,Yes,No,Yes
1738,Standard Sales,1005,Jasmine Frank,Prospect,Technology,CatchBreath.com,No,No,No,No
1739,Integra Investment Service,1009,Thomas Mondrake,Prospect,Education,Starlas.com,No,No,No,No
1740,A+ Investments,1008,Roger Terrence,Customer,Financial Services,PunkExpo.com,Yes,No,No,Yes
1741,Handy City,1007,David Love,Customer,Education,IRCPoint.com,Yes,No,Yes,Yes
1742,One-Up Realty,1007,David Love,Prospect,Financial Services,SharpGaming.com,Yes,No,No,Yes
1743,Cut Rite Lawn Care,1001,Rozario Diego,Customer,Financial Services,WorkDashboard.com,No,No,No,No
1744,Target Realty,1009,Thomas Mondrake,Prospect,Technology,CriticalTurn.com,No,No,No,No
1745,Bombay Company,1007,David Love,Prospect,Consulting,BasketballVoice.com,Yes,No,No,Yes
1746,Angel's,1002,Santa Cruz Clara,Customer,Communications,CompHotel.com,No,No,No,No
1747,Custom Lawn Care,1008,Roger Terrence,Prospect,Consulting,PerfumeReseller.com,No,No,No,No
1748,Mr. D's IGA,1008,Roger Terrence,Customer,Education,RefurbishedBikes.com,Yes,Yes,No,Yes
1749,Standard Sales,1011,Tina Thomas,Customer,Service Provider,FlightProvider.com,Yes,Yes,No,Yes
1750,Boston Sea Party,1011,Tina Thomas,Prospect,Government/Military,SpeedBurns.com,No,No,No,No
1751,Dun Rite Lawn Maintenance,1003,Lazar Mathew,Customer,Financial Services,GreenPreserve.com,No,No,No,No
1752,Multi-Systems Merchant Services,1003,Lazar Mathew,Prospect,Consulting,RightWingLunacy.com,Yes,No,Yes,Yes
1753,Super Place,1011,Tina Thomas,Customer,Pharma,WikiTutors.com,No,No,No,No
1754,Avant Garde Interior Designs,1003,Lazar Mathew,Customer,IT Services,IdolScout.com,No,No,No,No
1755,Strawberries,1005,Jasmine Frank,Prospect,Manufacturing,LinkContractor.com,Yes,No,No,Yes
1756,American Appliance,1002,Santa Cruz Clara,Customer,IT Services,DomainEnvironment.com,No,No,No,No
1757,Marianne,1002,Santa Cruz Clara,Prospect,Consulting,MilwaukeePage.com,Yes,Yes,No,Yes
1758,Micro Design,1007,David Love,Customer,Government/Military,ViralSquad.com,No,No,No,No
1759,Hudson's MensWear,1008,Roger Terrence,Prospect,Financial Services,DesignerReport.com,Yes,No,No,Yes
1760,Express Merchant Service,1011,Tina Thomas,Prospect,IT Services,MaterialClub.com,No,No,No,No
1761,Simple Solutions,1006,Harold Pawlan,Customer,Manufacturing,DownloadJobs.com,Yes,No,No,Yes
1762,Total Yard Maintenance,1005,Jasmine Frank,Customer,Pharma,CodingBar.com,No,No,No,No
1763,Platinum Interior Design,1009,Thomas Mondrake,Prospect,Consulting,NetherlandsMobile.com,Yes,Yes,No,Yes
1764,Blockbuster Music,1008,Roger Terrence,Customer,Government/Military,MediaLives.com,No,No,No,No
1765,Protean,1006,Harold Pawlan,Customer,Manufacturing,CompleteCrew.com,Yes,Yes,No,Yes
1766,Henry's Hamburgers,1006,Harold Pawlan,Customer,Education,TrekVille.com,No,No,No,No
1767,Schweggmanns,1001,Rozario Diego,Prospect,Education,VentureUpdate.com,No,No,No,No
1768,Gold Touch,1006,Harold Pawlan,Customer,Communications,StadiumBlog.com,Yes,No,No,Yes
1769,Target Realty,1010,Augustine Paul,Prospect,Consulting,BulkEnvelope.com,Yes,No,No,Yes
1770,Good Guys,1010,Augustine Paul,Customer,IT Services,PromBuzz.com,No,No,No,No
1771,Sound Warehouse,1003,Lazar Mathew,Customer,Government/Military,FlexiMovers.com,No,No,No,No
1772,Chatham,1006,Harold Pawlan,Customer,Government/Military,LimitBuy.com,No,No,No,No
1773,Buckeye Furniture,1005,Jasmine Frank,Prospect,Service Provider,MatchmakerGame.com,Yes,Yes,No,Yes
1774,Body Fate,1003,Lazar Mathew,Prospect,Pharma,TallPlayer.com,No,No,No,No
1775,The Fox and Hound,1004,Pete Zachariah,Prospect,Financial Services,AlumniSpecial.com,No,No,No,No
1776,Rustler Steak House,1001,Rozario Diego,Prospect,Communications,LockMovie.com,Yes,Yes,No,Yes
1777,Sherman's,1005,Jasmine Frank,Customer,Service Provider,FormerNames.com,Yes,Yes,Yes,Yes
1778,County Market,1011,Tina Thomas,Prospect,Government/Military,SanFranciscoGazette.com,Yes,No,No,Yes
1779,Tons O' Toys,1008,Roger Terrence,Prospect,Education,MobilePubs.com,Yes,No,No,Yes
1780,Paper Cutter,1004,Pete Zachariah,Customer,Manufacturing,BankingLots.com,Yes,No,No,Yes
1781,K&G Distributors,1011,Tina Thomas,Customer,Technology,PetUpdate.com,Yes,Yes,No,Yes
1782,Sound Advice,1010,Augustine Paul,Prospect,Manufacturing,TotallyCinema.com,Yes,Yes,No,Yes
1783,Garden Guru,1007,David Love,Prospect,Service Provider,DayMotel.com,No,No,No,No
1784,Klopfenstein's,1011,Tina Thomas,Prospect,Manufacturing,BikerTrips.com,Yes,Yes,No,Yes
1785,Manning's Cafeterias,1002,Santa Cruz Clara,Customer,Consulting,BasicPaintings.com,No,No,No,No
1786,Brand Names,1011,Tina Thomas,Prospect,IT Services,Listingville.com,Yes,No,Yes,Yes
1787,Pearl Architectural Design,1001,Rozario Diego,Prospect,Consulting,StrongWolf.com,No,No,No,No
1788,Rainbow Life,1003,Lazar Mathew,Prospect,Financial Services,HoneymoonBooking.com,Yes,Yes,No,Yes
1789,AJ Bayless,1006,Harold Pawlan,Customer,Communications,ComOdds.com,Yes,No,No,Yes
1790,Sun Foods,1009,Thomas Mondrake,Customer,IT Services,GamingScout.com,No,No,No,No
1791,H. J. Wilson & Company,1003,Lazar Mathew,Prospect,Service Provider,MatchmakerGame.com,No,No,No,No
1792,You Are Successful,1001,Rozario Diego,Customer,Manufacturing,TLender.com,No,No,No,No
1793,Brooks Fashions,1002,Santa Cruz Clara,Prospect,Education,MarinesDirectory.com,No,No,No,No
1794,Orion,1011,Tina Thomas,Customer,Communications,EscapeDrive.com,No,No,No,No
1795,Gantos,1009,Thomas Mondrake,Prospect,Communications,SeatingCentral.com,Yes,No,Yes,Yes
1796,Desmonds Formal Wear,1008,Roger Terrence,Prospect,Technology,VWarning.com,No,No,No,No
1797,Coast to Coast Hardware,1005,Jasmine Frank,Prospect,Education,WifiFly.com,No,No,No,No
1798,Play Town,1009,Thomas Mondrake,Customer,Education,AnywhereOnDemand.com,No,No,No,No
1799,Mode O'Day,1003,Lazar Mathew,Prospect,Technology,CastForum.com,No,No,No,No
1800,Bountiful Harvest Health Food Store,1004,Pete Zachariah,Customer,Government/Military,TicketAppraisal.com,No,No,No,No
1801,Mission G,1007,David Love,Customer,Pharma,AdminSales.com,Yes,No,No,Yes
1802,Morrie Mages,1005,Jasmine Frank,Customer,Government/Military,NameSummit.com,No,No,No,No
1803,Great Western,1010,Augustine Paul,Prospect,Technology,SpainRates.com,No,No,No,No
1804,Stop N Shop,1001,Rozario Diego,Customer,Manufacturing,CostumeAwards.com,No,No,No,No
1805,Allied Radio,1008,Roger Terrence,Prospect,Consulting,AffordableVaccines.com,No,No,No,No
1806,Garden Master,1002,Santa Cruz Clara,Customer,Education,VocalTunes.com,Yes,No,No,Yes
1807,Super Shops,1001,Rozario Diego,Prospect,Manufacturing,Gigarank.com,No,No,No,No
1808,Mr. Clark's Appliances,1001,Rozario Diego,Prospect,Technology,MoveToReno.com,No,No,No,No
1809,Rossi Auto Parts,1002,Santa Cruz Clara,Customer,Pharma,AbacusMath.com,Yes,Yes,No,Yes
1810,Northern Reflections,1008,Roger Terrence,Customer,Technology,BlindResource.com,Yes,No,No,Yes
1811,Market Basket,1005,Jasmine Frank,Customer,Manufacturing,DiscOffers.com,Yes,Yes,No,Yes
1812,La Petite Boulangerie,1001,Rozario Diego,Customer,Manufacturing,WirelessTechies.com,Yes,Yes,No,Yes
1813,House of Gas,1007,David Love,Customer,Manufacturing,TechnologyRooms.com,No,No,No,No
1814,E.J. Korvette,1011,Tina Thomas,Customer,IT Services,EmotionBlog.com,Yes,No,Yes,Yes
1815,Ukrop's Super Market,1011,Tina Thomas,Prospect,Financial Services,OnlineRole.com,Yes,Yes,No,Yes
1816,Great Western,1008,Roger Terrence,Customer,Service Provider,AssurancePolicy.com,No,No,No,No
1817,Netobill,1011,Tina Thomas,Prospect,Communications,WrestlingMonthly.com,Yes,Yes,No,Yes
1818,Weatherill's,1001,Rozario Diego,Prospect,Government/Military,BikerTrips.com,No,No,No,No
1819,BASCO,1011,Tina Thomas,Customer,Consulting,DocumentExpo.com,Yes,Yes,No,Yes
1820,Platinum Interior Design,1005,Jasmine Frank,Customer,Communications,TopBikers.com,Yes,No,No,Yes
1821,Solution Realty,1009,Thomas Mondrake,Customer,Technology,MidwestMeat.com,No,No,No,No
1822,Asiatic Solutions,1002,Santa Cruz Clara,Customer,Communications,AnimeAlert.com,Yes,Yes,No,Yes
1823,Asian Answers,1006,Harold Pawlan,Customer,Pharma,SolutionLinks.com,Yes,No,No,Yes
1824,Master Builder Design Services,1011,Tina Thomas,Prospect,Education,HolyTattoo.com,No,No,No,No
1825,Canal Villere,1001,Rozario Diego,Customer,Communications,OpenSandal.com,No,No,No,No
1826,Hechinger,1003,Lazar Mathew,Prospect,Pharma,NYCLocals.com,No,No,No,No
1827,Formula Gray,1007,David Love,Prospect,Education,CardKnowledge.com,No,No,No,No
1828,Electronics Source,1006,Harold Pawlan,Prospect,Financial Services,VoicemailCampaign.com,No,No,No,No
1829,Greenwich IGA,1001,Rozario Diego,Customer,Communications,HardDriveBlog.com,Yes,No,No,Yes
1830,Eden Lawn Service,1009,Thomas Mondrake,Prospect,Consulting,FantasyBars.com,No,No,No,No
1831,Creative Wealth,1009,Thomas Mondrake,Customer,Pharma,ImpulseAlert.com,No,No,No,No
1832,Atlas Architectural Designs,1007,David Love,Customer,Service Provider,AlbertaChiropractor.com,No,No,No,No
1833,Helping Hand,1003,Lazar Mathew,Prospect,Manufacturing,BubbleGumBlog.com,No,No,No,No
1834,World Radio,1008,Roger Terrence,Prospect,Pharma,CatchBreath.com,Yes,Yes,No,Yes
1835,Ernst Home Centers,1008,Roger Terrence,Customer,IT Services,StreamingExchange.com,No,No,No,No
1836,Orion,1010,Augustine Paul,Prospect,Pharma,DomainLowdown.com,No,No,No,No
1837,Pomeroy's,1009,Thomas Mondrake,Customer,Technology,VoipSwap.com,Yes,No,Yes,Yes
1838,Star Bright Investment Group,1008,Roger Terrence,Prospect,Consulting,HostessTraining.com,Yes,No,No,Yes
1839,Jacob Reed and Sons,1011,Tina Thomas,Prospect,Pharma,HandDroid.com,No,No,No,No
1840,Leo's Stereo,1010,Augustine Paul,Customer,Manufacturing,GlobalHomicide.com,Yes,Yes,No,Yes
1841,KB Toys,1005,Jasmine Frank,Customer,Consulting,ServiceTaxis.com,Yes,Yes,No,Yes
1842,Edge Garden Services,1004,Pete Zachariah,Prospect,Government/Military,UploadDirect.com,No,No,No,No
1843,Shoe Town,1011,Tina Thomas,Prospect,Financial Services,SunglassExchange.com,Yes,Yes,No,Yes
1844,Jacob Reed and Sons,1011,Tina Thomas,Prospect,Service Provider,IsraelCareers.com,No,No,No,No
1845,Gamble-Skogmo,1003,Lazar Mathew,Customer,Communications,DemocraticUpdate.com,Yes,No,No,Yes
1846,Red Robin Stores,1011,Tina Thomas,Prospect,Manufacturing,AppDealers.com,No,No,No,No
1847,Parade of Shoes,1008,Roger Terrence,Customer,Manufacturing,StockBlocker.com,No,No,No,No
1848,Super Shops,1002,Santa Cruz Clara,Customer,Consulting,CheapWipes.com,No,No,No,No
1849,David Weis,1011,Tina Thomas,Customer,Consulting,MobileFreezers.com,Yes,No,No,Yes
1850,Gov Mart,1007,David Love,Customer,Pharma,LoyalBrands.com,Yes,Yes,No,Yes
1851,id Boutiques,1007,David Love,Customer,Education,PearCard.com,Yes,Yes,No,Yes
1852,American Appliance,1009,Thomas Mondrake,Customer,Communications,FinancialAct.com,Yes,No,No,Yes
1853,Infinite Wealth Planners,1008,Roger Terrence,Customer,Pharma,LacrosseHelp.com,Yes,No,No,Yes
1854,S&W Cafeteria,1001,Rozario Diego,Prospect,Technology,DiscountCommunities.com,No,No,No,No
1855,Signa Air,1008,Roger Terrence,Customer,Financial Services,P2PStreet.com,Yes,No,No,Yes
1856,Polk Brothers,1009,Thomas Mondrake,Prospect,Service Provider,NoteNews.com,Yes,No,No,Yes
1857,AdventureSports!,1004,Pete Zachariah,Customer,Pharma,AlmostHot.com,No,No,No,No
1858,Destiny Planners,1004,Pete Zachariah,Prospect,IT Services,ArmCover.com,Yes,Yes,No,Yes
1859,Robinson Furniture,1003,Lazar Mathew,Prospect,Consulting,MommyApproved.com,Yes,Yes,No,Yes
1860,Pro Garden Management,1004,Pete Zachariah,Prospect,Pharma,GroupRules.com,No,No,No,No
1861,Merry-Go-Round,1002,Santa Cruz Clara,Prospect,Pharma,IndividualGifts.com,Yes,No,No,Yes
1862,Afterthoughts,1001,Rozario Diego,Customer,Technology,BowlingLive.com,Yes,No,No,Yes
1863,Rogers Food Stores,1011,Tina Thomas,Prospect,Manufacturing,PressAssistant.com,Yes,Yes,Yes,Yes
1864,Pender's Food Stores,1004,Pete Zachariah,Prospect,Financial Services,ForwardDrop.com,No,No,No,No
1865,Crandall's Fine Furniture,1008,Roger Terrence,Prospect,Manufacturing,CommunityDoors.com,Yes,Yes,No,Yes
1866,Rogers Food Stores,1007,David Love,Prospect,Consulting,HospitalVisitor.com,Yes,Yes,No,Yes
1867,Life Plan Counselling,1003,Lazar Mathew,Customer,Consulting,GeoBased.com,Yes,No,No,Yes
1868,Checker Auto Parts,1006,Harold Pawlan,Customer,IT Services,RefillAlert.com,Yes,Yes,No,Yes
1869,Unity Frankford Stores,1004,Pete Zachariah,Prospect,Financial Services,VCFast.com,No,No,No,No
1870,Crazy Eddie,1002,Santa Cruz Clara,Customer,Technology,RodeoCollege.com,Yes,No,No,Yes
1871,Jack Lang,1004,Pete Zachariah,Prospect,Education,Osleader.com,No,No,No,No
1872,White Hen Pantry,1008,Roger Terrence,Customer,Government/Military,VRemover.com,No,No,No,No
1873,Two Pesos,1005,Jasmine Frank,Customer,Financial Services,GenevaPackages.com,No,No,No,No
1874,Buck Alley Lumber,1004,Pete Zachariah,Customer,Manufacturing,LunchPatrol.com,Yes,No,No,Yes
1875,Pro Star Garden Management,1008,Roger Terrence,Prospect,Financial Services,PaddleFast.com,No,No,No,No
1876,National Lumber,1008,Roger Terrence,Customer,Financial Services,LightingTubes.com,No,No,No,No
1877,Netobill,1003,Lazar Mathew,Prospect,Education,InvitationTracker.com,No,No,No,No
1878,Family Toy,1004,Pete Zachariah,Prospect,Technology,TheyConnect.com,Yes,Yes,No,Yes
1879,Poore Simon's,1010,Augustine Paul,Customer,Government/Military,CashTravels.com,Yes,Yes,No,Yes
1880,Environ Architectural Design,1002,Santa Cruz Clara,Customer,Government/Military,BikerRoom.com,No,No,No,No
1881,Destiny Planners,1010,Augustine Paul,Customer,Manufacturing,MallCalendar.com,No,No,No,No
1882,Muirhead's,1006,Harold Pawlan,Customer,Pharma,PurpleDrinks.com,No,No,No,No
1883,Formula Grey,1011,Tina Thomas,Prospect,IT Services,FactLocator.com,Yes,No,No,Yes
1884,Egghead Software,1007,David Love,Prospect,Government/Military,PerformWork.com,Yes,Yes,No,Yes
1885,Dave Cooks,1007,David Love,Customer,Manufacturing,SafetyMedic.com,Yes,Yes,No,Yes
1886,Cuppy's Coffee,1007,David Love,Prospect,Service Provider,FabulousThemes.com,Yes,No,No,Yes
1887,Littler's,1004,Pete Zachariah,Prospect,Education,MobilePubs.com,No,No,No,No
1888,Bumper to Bumper Auto Parts,1010,Augustine Paul,Customer,Financial Services,NightBakery.com,Yes,Yes,No,Yes
1889,Solution Bridge,1011,Tina Thomas,Prospect,Government/Military,CheapWorks.com,No,No,No,No
1890,Ruehl No. 925,1007,David Love,Prospect,Financial Services,SalesDaze.com,No,No,No,No
1891,A. L. Price,1003,Lazar Mathew,Prospect,Consulting,BloggerGame.com,No,No,No,No
1892,Matrix Architectural Service,1001,Rozario Diego,Customer,Consulting,NoBuilder.com,No,No,No,No
1893,Just For Feet,1007,David Love,Prospect,Financial Services,TanPlex.com,Yes,No,No,Yes
1894,Packer,1003,Lazar Mathew,Prospect,Pharma,DirectoryExpo.com,No,No,No,No
1895,Balanced Fortune,1005,Jasmine Frank,Customer,IT Services,ExcellentCoupons.com,Yes,No,No,Yes
1896,Shoe Pavilion,1004,Pete Zachariah,Prospect,Technology,SeniorBasketball.com,Yes,Yes,No,Yes
1897,Star Assistance,1009,Thomas Mondrake,Customer,Service Provider,ClickInstant.com,Yes,Yes,No,Yes
1898,Weatherill's,1008,Roger Terrence,Customer,Manufacturing,CellphoneLists.com,Yes,Yes,No,Yes
1899,Dun Rite Lawn Maintenance,1009,Thomas Mondrake,Prospect,IT Services,FantasyBars.com,Yes,Yes,No,Yes
1900,Virgin Megastores,1002,Santa Cruz Clara,Customer,Consulting,PokerHappens.com,Yes,Yes,No,Yes
1901,Asian Answers,1009,Thomas Mondrake,Prospect,Manufacturing,PresidentTalk.com,No,No,No,No
1902,Bell Markets,1002,Santa Cruz Clara,Customer,Pharma,DividendsDirect.com,No,No,No,No
1903,Sunny's Surplus,1009,Thomas Mondrake,Customer,Manufacturing,TopicSelect.com,No,No,No,No
1904,Naugles,1003,Lazar Mathew,Prospect,Technology,EastTribune.com,No,No,No,No
1905,Ruehl No. 925,1005,Jasmine Frank,Prospect,Government/Military,AnchorBiz.com,No,No,No,No
1906,Omni Superstore,1005,Jasmine Frank,Customer,Technology,SeatingInfo.com,Yes,No,No,Yes
1907,Mr. Steak,1011,Tina Thomas,Prospect,Financial Services,CommerceShows.com,Yes,No,No,Yes
1908,Network Air,1007,David Love,Prospect,Pharma,RefurbishedAutos.com,Yes,Yes,Yes,Yes
1909,Strong Life,1008,Roger Terrence,Customer,Service Provider,WirelessTiger.com,No,No,No,No
1910,Hechinger,1009,Thomas Mondrake,Customer,Service Provider,CollarFlex.com,No,No,No,No
1911,Afforda,1009,Thomas Mondrake,Prospect,Consulting,LawAlarm.com,No,No,No,No
1912,Landskip Yard Care,1007,David Love,Prospect,IT Services,StyleJungle.com,No,No,No,No
1913,Wickes Furniture,1004,Pete Zachariah,Prospect,IT Services,TanPlex.com,No,No,No,No
1914,Saturday Matinee,1008,Roger Terrence,Customer,Manufacturing,LemonLog.com,No,No,No,No
1915,Jewel Mart,1003,Lazar Mathew,Customer,Technology,ParkingAdvisors.com,Yes,No,No,Yes
1916,All Wound Up,1010,Augustine Paul,Prospect,Consulting,PainLocator.com,No,No,No,No
1917,Quickbiz,1004,Pete Zachariah,Customer,Government/Military,AffinityGame.com,No,No,No,No
1918,Eisner Food Stores,1007,David Love,Customer,Education,MicroLists.com,Yes,Yes,No,Yes
1919,Sammy's Record Shack,1009,Thomas Mondrake,Customer,IT Services,YachtDates.com,Yes,Yes,No,Yes
1920,The Wall,1003,Lazar Mathew,Customer,Service Provider,GeminiCard.com,No,No,No,No
1921,H.C. Bohack,1002,Santa Cruz Clara,Prospect,IT Services,ProfileWatcher.com,Yes,Yes,No,Yes
1922,Grass Roots Yard Services,1011,Tina Thomas,Customer,Manufacturing,EthnicDish.com,Yes,Yes,No,Yes
1923,GEX,1004,Pete Zachariah,Customer,Communications,RatingExam.com,No,No,No,No
1924,Terra,1009,Thomas Mondrake,Customer,Service Provider,FootballExhibition.com,Yes,Yes,No,Yes
1925,De Pinna,1003,Lazar Mathew,Prospect,Financial Services,WirelessAlley.com,Yes,Yes,No,Yes
1926,Dahlkemper's,1009,Thomas Mondrake,Prospect,Manufacturing,TextPatch.com,Yes,No,No,Yes
1927,Foot Quarters,1002,Santa Cruz Clara,Prospect,Service Provider,RaceDistance.com,No,No,No,No
1928,Pro-Care Garden Maintenance,1001,Rozario Diego,Customer,Consulting,GymJokes.com,No,No,No,No
1929,Pro-Care Garden Maintenance,1005,Jasmine Frank,Prospect,Financial Services,PayReminder.com,No,No,No,No
1930,Alert Alarm Company,1010,Augustine Paul,Prospect,Financial Services,VentureFail.com,No,No,No,No
1931,AdventureSports!,1002,Santa Cruz Clara,Customer,Financial Services,BargainVentures.com,No,No,No,No
1932,Child World,1002,Santa Cruz Clara,Customer,Technology,TonerSquad.com,Yes,Yes,No,Yes
1933,Giant,1011,Tina Thomas,Customer,Consulting,JournalCorp.com,Yes,Yes,No,Yes
1934,McDuff,1010,Augustine Paul,Customer,Technology,RewardPets.com,Yes,Yes,No,Yes
1935,Pace Membership Warehouse,1005,Jasmine Frank,Prospect,Service Provider,ReservationAdvisor.com,No,No,No,No
1936,Sandy's,1005,Jasmine Frank,Prospect,IT Services,MapleFlower.com,Yes,No,No,Yes
1937,Las Vegas Yard Management,1004,Pete Zachariah,Customer,Technology,OddOffers.com,No,No,No,No
1938,De-Jaiz Mens Clothing,1004,Pete Zachariah,Prospect,Education,NationalDirectors.com,No,No,No,No
1939,McMahan's Furniture,1011,Tina Thomas,Customer,Education,PoloCourse.com,No,No,No,No
1940,W. Bell & Co.,1001,Rozario Diego,Prospect,Pharma,MommyMiles.com,Yes,No,No,Yes
1941,Ideal Garden Management,1001,Rozario Diego,Prospect,Communications,BizGolfer.com,Yes,Yes,No,Yes
1942,Crown Books,1008,Roger Terrence,Customer,Financial Services,BeautyEyewear.com,Yes,Yes,No,Yes
1943,Better Business Ideas and Services,1008,Roger Terrence,Customer,Financial Services,RefillAlert.com,No,No,No,No
1944,Finast,1005,Jasmine Frank,Customer,Manufacturing,VCRadio.com,Yes,Yes,No,Yes
1945,Kohl's Food Stores,1005,Jasmine Frank,Prospect,Technology,CardCollectible.com,No,No,No,No
1946,Incluesiv,1010,Augustine Paul,Prospect,Financial Services,ExtremeLaws.com,Yes,Yes,No,Yes
1947,System Star Solutions,1003,Lazar Mathew,Prospect,Service Provider,RawAttraction.com,No,No,No,No
1948,,1008,Roger Terrence,Prospect,Government/Military,CandidCard.com,Yes,No,Yes,Yes
1949,Rogers Food Stores,1006,Harold Pawlan,Prospect,IT Services,CurvePoint.com,No,No,No,No
1950,Heilig-Meyers,1001,Rozario Diego,Customer,Financial Services,BistroInfo.com,No,No,No,No
1951,Pantry Pride,1011,Tina Thomas,Prospect,Financial Services,ApprovedNews.com,No,No,No,No
1952,Franklin Music,1008,Roger Terrence,Customer,Consulting,ShowAttractions.com,No,No,No,No
1953,Soft Warehouse,1001,Rozario Diego,Customer,Communications,BeginnerSteps.com,Yes,No,No,Yes
1954,Monmax,1004,Pete Zachariah,Customer,Government/Military,LookScan.com,No,No,No,No
1955,Sound Advice,1006,Harold Pawlan,Prospect,Communications,HealthcareBlogging.com,Yes,Yes,No,Yes
1956,P. Samuels Men's Clothiers,1003,Lazar Mathew,Prospect,Government/Military,RockWireless.com,Yes,Yes,No,Yes
1957,Steinberg's,1001,Rozario Diego,Prospect,Communications,TextFraud.com,No,No,No,No
1958,Rainbow Bay Crafts,1007,David Love,Prospect,Service Provider,LoungeTown.com,Yes,Yes,No,Yes
1959,Integra Investment Service,1003,Lazar Mathew,Prospect,Manufacturing,BasketballWatch.com,No,No,No,No
1960,Formula Gray,1006,Harold Pawlan,Prospect,Financial Services,ReservationManagers.com,Yes,Yes,No,Yes
1961,Terra,1005,Jasmine Frank,Customer,Consulting,ViralSquad.com,No,No,No,No
1962,Dun Rite Lawn Maintenance,1004,Pete Zachariah,Customer,Technology,GuysGoneWired.com,Yes,No,No,Yes
1963,A+ Investments,1008,Roger Terrence,Customer,Education,WaterStands.com,No,No,No,No
1964,Golden Dawn,1005,Jasmine Frank,Customer,Financial Services,YellowAdvisor.com,No,No,No,No
1965,Steinberg's,1003,Lazar Mathew,Customer,Technology,LinkValuation.com,Yes,Yes,No,Yes
1966,Spaceage Stereo,1001,Rozario Diego,Customer,Consulting,GenericPost.com,Yes,No,No,Yes
1967,Stratagee,1009,Thomas Mondrake,Customer,Service Provider,TechInventor.com,Yes,No,No,Yes
1968,Pantry Food Stores,1007,David Love,Prospect,Service Provider,TriStateDirectory.com,No,No,No,No
1969,Giant Open Air,1004,Pete Zachariah,Prospect,Financial Services,BirthRoom.com,No,No,No,No
1970,Karl's Shoes,1008,Roger Terrence,Prospect,Consulting,RomanceBar.com,No,No,No,No
1971,Reliable Garden Management,1007,David Love,Prospect,Manufacturing,AttractionPlanet.com,Yes,No,Yes,Yes
1972,Finast,1005,Jasmine Frank,Prospect,Government/Military,CastForum.com,Yes,No,Yes,Yes
1973,Egghead Software,1005,Jasmine Frank,Prospect,Government/Military,TexasOralSurgeons.com,No,No,No,No
1974,Funtown toys,1004,Pete Zachariah,Prospect,Technology,NameDigital.com,Yes,No,No,Yes
1975,Integra Wealth Planners,1009,Thomas Mondrake,Customer,Communications,VWarning.com,Yes,No,No,Yes
